Date,SalesPerson,Sales,Total Excluding Tax,Total Including Tax,Profit
18/06/2015,Amy Trefl,9,4118,4735.7,2227
18/06/2015,Anthony Grosse,1,355.2,408.48,201.6
18/06/2015,Archer Lamble,30,22394.7,25753.91,11836.1
18/06/2015,Hudson Hollinworth,24,17674.4,20325.56,7446.5
18/06/2015,Hudson Onslow,40,28715.15,33022.42,12977.6
18/06/2015,Jack Potter,9,2874.8,3306.02,1420.4
18/06/2015,Kayla Woodcock,21,14216.4,16348.86,5357.9
18/06/2015,Lily Code,13,9291.5,10685.23,4908
18/06/2015,Sophia Hinton,40,27555.9,31689.29,14494.8
18/06/2015,Taj Shand,11,12655,14553.25,6165.5
19/06/2015,Amy Trefl,28,17580.1,20217.12,7646
19/06/2015,Anthony Grosse,26,22154.95,25478.19,11124.25
19/06/2015,Archer Lamble,22,12376.9,14233.44,4612
19/06/2015,Hudson Hollinworth,43,42967.15,49412.22,22751.8
19/06/2015,Hudson Onslow,26,20973.7,24119.76,10319.9
19/06/2015,Jack Potter,18,23540.7,27071.81,12863.9
19/06/2015,Kayla Woodcock,36,20110.85,23127.48,11031.8
19/06/2015,Lily Code,28,31738.05,36498.76,16739.85
19/06/2015,Sophia Hinton,22,12704.85,14610.58,6511.2
19/06/2015,Taj Shand,21,13349,15351.35,6390.5
20/06/2015,Amy Trefl,8,5345.5,6147.33,2542.5
20/06/2015,Anthony Grosse,9,4812,5533.8,2480
20/06/2015,Archer Lamble,5,3620,4163,1732
20/06/2015,Hudson Hollinworth,1,32,36.8,21
20/06/2015,Hudson Onslow,5,5907,6793.05,3098.5
20/06/2015,Jack Potter,8,3395.2,3904.48,2001.6
20/06/2015,Kayla Woodcock,22,8638,9933.7,3760
20/06/2015,Lily Code,8,4370.2,5025.73,2231.5
20/06/2015,Sophia Hinton,19,21459.5,24678.43,8446
20/06/2015,Taj Shand,9,5073.2,5834.18,2821.7
22/06/2015,Amy Trefl,19,14432.2,16597.03,6850.1
22/06/2015,Anthony Grosse,9,20583,23670.45,8626.5
22/06/2015,Archer Lamble,13,7900.8,9085.92,4060
22/06/2015,Hudson Hollinworth,10,5614.2,6456.33,2910.9
22/06/2015,Hudson Onslow,34,19522.7,22451.11,10356.1
22/06/2015,Jack Potter,24,16484.5,18957.18,6366.5
22/06/2015,Kayla Woodcock,19,16008,18409.2,5734.25
22/06/2015,Lily Code,20,25802.7,29673.11,12690.6
22/06/2015,Sophia Hinton,8,4767,5482.05,2662.5
22/06/2015,Taj Shand,14,8061.1,9270.27,3733.8
23/06/2015,Amy Trefl,24,26072,29982.8,12775
23/06/2015,Anthony Grosse,22,14760.5,16974.58,7453
23/06/2015,Archer Lamble,15,13929.05,16018.41,6736.2
23/06/2015,Hudson Onslow,6,4694,5398.1,1804.5
23/06/2015,Jack Potter,24,17283,19875.45,9120
23/06/2015,Kayla Woodcock,12,2472.5,2843.38,1257.3
23/06/2015,Lily Code,24,26965.5,31010.33,13058
23/06/2015,Sophia Hinton,18,10504.55,12080.23,4487.15
23/06/2015,Taj Shand,16,5221.1,6004.27,2876.8
24/06/2015,Amy Trefl,35,33515.1,38542.37,15296.8
24/06/2015,Anthony Grosse,28,12393.9,14252.98,6469.7
24/06/2015,Archer Lamble,27,19443,22359.45,9693.75
24/06/2015,Hudson Hollinworth,20,13604.2,15644.83,7474.8
24/06/2015,Hudson Onslow,32,21791.45,25060.18,11737.5
24/06/2015,Jack Potter,20,18337.25,21087.84,9982.4
24/06/2015,Kayla Woodcock,7,4945,5686.75,2648.5
24/06/2015,Lily Code,26,36266.25,41706.19,16991.15
24/06/2015,Sophia Hinton,7,1023,1176.45,499.5
24/06/2015,Taj Shand,19,21342,24543.3,8954.5
25/06/2015,Amy Trefl,41,43347.2,49849.28,20113.2
25/06/2015,Anthony Grosse,18,8237,9472.55,3966
25/06/2015,Archer Lamble,46,23269.7,26760.16,10620.2
25/06/2015,Hudson Hollinworth,23,11831,13605.65,5650.5
25/06/2015,Hudson Onslow,29,18024.2,20727.83,8458.35
25/06/2015,Jack Potter,9,2019.5,2322.43,1125.5
25/06/2015,Kayla Woodcock,32,15854,18232.11,8285.5
25/06/2015,Lily Code,27,16029.4,18433.81,8381.2
25/06/2015,Sophia Hinton,15,8396.85,9656.38,4809.15
25/06/2015,Taj Shand,25,29071.6,33432.34,13768.8
26/06/2015,Amy Trefl,53,28475.3,32746.61,15234.8
26/06/2015,Anthony Grosse,27,16238.7,18674.51,8425.1
26/06/2015,Archer Lamble,38,28440.55,32706.64,13979.8
26/06/2015,Hudson Hollinworth,54,40082.6,46094.99,20076.3
26/06/2015,Hudson Onslow,31,11041.5,12697.73,6310.5
26/06/2015,Jack Potter,20,7368.6,8473.89,3793.3
26/06/2015,Kayla Woodcock,32,23848.25,27425.49,10851.1
26/06/2015,Lily Code,39,21572.35,24808.2,10135.3
26/06/2015,Sophia Hinton,61,38343.05,44094.51,17539.15
26/06/2015,Taj Shand,31,21811.1,25082.77,10240.9
27/06/2015,Amy Trefl,21,5147,5919.06,2648.25
27/06/2015,Anthony Grosse,13,9271.4,10662.11,4877.4
27/06/2015,Archer Lamble,30,20825.95,23949.85,9195.85
27/06/2015,Hudson Hollinworth,10,4495.6,5169.94,2584.8
27/06/2015,Hudson Onslow,10,8550,9832.5,4439.5
27/06/2015,Jack Potter,21,22554.2,25937.33,9144.85
27/06/2015,Kayla Woodcock,17,6274.25,7215.39,3353.2
27/06/2015,Lily Code,7,4302.8,4948.22,2511.5
27/06/2015,Sophia Hinton,4,1505,1730.75,791
27/06/2015,Taj Shand,8,5882,6764.3,2871
29/06/2015,Amy Trefl,25,24966,28710.91,12487.75
29/06/2015,Anthony Grosse,24,12582.8,14470.22,5805.7
29/06/2015,Archer Lamble,24,17278.7,19870.51,8357.55
29/06/2015,Hudson Hollinworth,33,24593.2,28282.18,11445.3
29/06/2015,Hudson Onslow,32,44385.25,51043.04,26896.5
29/06/2015,Jack Potter,29,38812.1,44633.92,19953.25
29/06/2015,Kayla Woodcock,15,11409.5,13120.93,5311.5
29/06/2015,Lily Code,44,27096.2,31160.63,13977.8
29/06/2015,Sophia Hinton,19,17120.1,19688.12,8814
29/06/2015,Taj Shand,45,38794.65,44613.85,20540.8
30/06/2015,Amy Trefl,10,13862,15941.3,6228
30/06/2015,Anthony Grosse,20,14303,16448.45,6496.5
30/06/2015,Archer Lamble,14,6390.2,7348.73,3722.5
30/06/2015,Hudson Hollinworth,17,2712.3,3119.15,1387.4
30/06/2015,Hudson Onslow,21,21038.75,24194.56,10883.25
30/06/2015,Jack Potter,19,16467,18937.05,8524
30/06/2015,Kayla Woodcock,17,12949,14891.35,5159.5
30/06/2015,Lily Code,35,18470.2,21240.74,9575.9
30/06/2015,Sophia Hinton,12,8903.5,10239.03,4559
30/06/2015,Taj Shand,31,15955.6,18348.94,9287.9
01/07/2015,Amy Trefl,19,15403.05,17713.51,7750.4
01/07/2015,Anthony Grosse,13,5768.15,6633.38,2817.15
01/07/2015,Archer Lamble,34,37867.4,43547.51,21250.4
01/07/2015,Hudson Hollinworth,15,8722.6,10030.99,4543
01/07/2015,Hudson Onslow,24,24335.4,27985.71,12705.1
01/07/2015,Jack Potter,18,4735.8,5446.17,2804.5
01/07/2015,Kayla Woodcock,15,22889.3,26322.7,14586.3
01/07/2015,Lily Code,24,14873,17103.95,6705.5
01/07/2015,Sophia Hinton,35,26909.1,30945.47,14548.45
01/07/2015,Taj Shand,16,15185,17462.75,7605
02/07/2015,Amy Trefl,23,13483.8,15506.37,7417.9
02/07/2015,Anthony Grosse,46,49226.6,56610.59,29862.1
02/07/2015,Archer Lamble,63,49745.4,57207.21,24475.05
02/07/2015,Hudson Hollinworth,27,31261.5,35950.73,14552
02/07/2015,Hudson Onslow,30,15349.15,17651.53,7571.65
02/07/2015,Jack Potter,31,28302.5,32547.87,16464
02/07/2015,Kayla Woodcock,31,18708.2,21514.43,8495.8
02/07/2015,Lily Code,27,11634.25,13379.39,6078
02/07/2015,Sophia Hinton,22,6659,7657.85,3575.75
02/07/2015,Taj Shand,65,36822.4,42345.78,18182.4
03/07/2015,Amy Trefl,29,17616.2,20258.63,8283.3
03/07/2015,Anthony Grosse,17,11397.4,13107.01,6201.2
03/07/2015,Archer Lamble,25,16053.8,18461.87,8738.9
03/07/2015,Hudson Hollinworth,17,21490.2,24713.73,10907.5
03/07/2015,Hudson Onslow,29,29490.3,33913.85,13237.7
03/07/2015,Jack Potter,13,17579,20215.85,7714
03/07/2015,Kayla Woodcock,16,11171.95,12847.74,5004.05
03/07/2015,Lily Code,19,10333,11882.95,4350.75
03/07/2015,Sophia Hinton,20,16135,18555.25,7851
03/07/2015,Taj Shand,24,12858.3,14787.05,6648.3
04/07/2015,Amy Trefl,3,633,727.95,278.5
04/07/2015,Archer Lamble,9,6235,7170.25,2633
04/07/2015,Hudson Onslow,11,4026.1,4630.02,2259.1
04/07/2015,Jack Potter,18,11489.35,13212.75,6491.85
04/07/2015,Lily Code,10,8597.85,9887.53,3255.85
04/07/2015,Sophia Hinton,9,2764.65,3179.35,1485.3
04/07/2015,Taj Shand,6,1034,1189.1,673
06/07/2015,Amy Trefl,30,24953.8,28696.87,11831.05
06/07/2015,Anthony Grosse,35,45905.75,52791.61,21742
06/07/2015,Archer Lamble,39,23566.15,27101.07,10887.85
06/07/2015,Hudson Hollinworth,47,15042.6,17298.99,7580.7
06/07/2015,Hudson Onslow,26,12118.3,13936.05,6046.7
06/07/2015,Jack Potter,26,20277.2,23318.78,8470.5
06/07/2015,Kayla Woodcock,38,30124.9,34643.64,14173.2
06/07/2015,Lily Code,53,30974.45,35620.62,15056.95
06/07/2015,Sophia Hinton,32,18635,21430.25,8843
06/07/2015,Taj Shand,22,12593.4,14482.42,5374
07/07/2015,Amy Trefl,32,35239,40524.85,16953.25
07/07/2015,Anthony Grosse,26,18194.5,20923.68,9428.5
07/07/2015,Archer Lamble,67,44158.5,50782.28,20909.1
07/07/2015,Hudson Hollinworth,28,13153.4,15126.41,5452.5
07/07/2015,Hudson Onslow,28,11269.95,12960.45,4587.95
07/07/2015,Jack Potter,42,29503.5,33929.03,17203
07/07/2015,Kayla Woodcock,32,18921.7,21759.96,9414.6
07/07/2015,Lily Code,28,14485.4,16658.21,5872.2
07/07/2015,Sophia Hinton,35,27546.35,31678.31,13456.8
07/07/2015,Taj Shand,30,24666.65,28366.65,11769
08/07/2015,Amy Trefl,23,26712.7,30719.61,12907.2
08/07/2015,Anthony Grosse,17,10625,12218.75,5094.85
08/07/2015,Archer Lamble,13,11842.6,13618.99,6462.3
08/07/2015,Hudson Hollinworth,17,9770,11235.5,5168
08/07/2015,Hudson Onslow,18,13354.5,15357.68,7387.5
08/07/2015,Jack Potter,13,10589.5,12177.93,5246.5
08/07/2015,Kayla Woodcock,24,26705.8,30711.67,12754.1
08/07/2015,Lily Code,18,24827.6,28551.74,12691.8
08/07/2015,Sophia Hinton,20,13024.05,14977.66,5350.25
08/07/2015,Taj Shand,14,20213,23244.95,10580.5
09/07/2015,Amy Trefl,52,34827.5,40051.64,16346.5
09/07/2015,Anthony Grosse,20,28649.8,32947.27,12382.2
09/07/2015,Archer Lamble,43,35869,41249.35,20635.5
09/07/2015,Hudson Hollinworth,41,47794.8,54964.02,23242.1
09/07/2015,Hudson Onslow,42,18792.05,21610.86,10038.55
09/07/2015,Jack Potter,23,23848,27425.2,13963.5
09/07/2015,Kayla Woodcock,29,16431,18895.65,7013.9
09/07/2015,Lily Code,29,34097.7,39212.36,16021.2
09/07/2015,Sophia Hinton,36,20360.75,23414.86,9949.9
09/07/2015,Taj Shand,45,24982.4,28729.76,12704.9
10/07/2015,Amy Trefl,14,8547.5,9829.63,3163.5
10/07/2015,Anthony Grosse,17,10171.5,11697.22,3782.5
10/07/2015,Archer Lamble,27,17706,20361.9,8760.3
10/07/2015,Hudson Hollinworth,21,28738.2,33048.93,12963.6
10/07/2015,Hudson Onslow,22,13328.4,15327.66,5201.2
10/07/2015,Jack Potter,10,10640.3,12236.35,5263.7
10/07/2015,Kayla Woodcock,26,21362.2,24566.53,9328.1
10/07/2015,Lily Code,28,22375.1,25731.37,14169
10/07/2015,Sophia Hinton,32,26198.75,30128.57,14034.25
10/07/2015,Taj Shand,12,20881.2,24013.38,10539.5
11/07/2015,Amy Trefl,20,12831.4,14756.11,4307.05
11/07/2015,Anthony Grosse,22,13931.4,16021.11,6964.8
11/07/2015,Archer Lamble,11,8003.2,9203.68,3296
11/07/2015,Hudson Hollinworth,25,40951.55,47094.28,19917.1
11/07/2015,Hudson Onslow,2,1788,2056.2,976
11/07/2015,Jack Potter,6,2843.2,3269.68,733
11/07/2015,Kayla Woodcock,14,8381.05,9638.21,4878.4
11/07/2015,Lily Code,47,47353.9,54457,23721.3
11/07/2015,Sophia Hinton,22,16092.8,18506.72,5364.5
11/07/2015,Taj Shand,20,16352.8,18805.72,10717
13/07/2015,Amy Trefl,31,20286.85,23329.88,9186.3
13/07/2015,Anthony Grosse,31,20300.1,23345.12,9946.6
13/07/2015,Archer Lamble,11,7366,8470.9,3199.5
13/07/2015,Hudson Hollinworth,18,7586.05,8723.96,4345.95
13/07/2015,Hudson Onslow,14,11094,12758.1,5779
13/07/2015,Jack Potter,17,11264,12953.6,5797
13/07/2015,Kayla Woodcock,22,14319.5,16467.43,7335.5
13/07/2015,Lily Code,38,22180.05,25507.06,11550.15
13/07/2015,Sophia Hinton,36,25636.2,29481.63,15490.7
13/07/2015,Taj Shand,14,12366.6,14221.59,5981.8
14/07/2015,Amy Trefl,23,12986,14933.9,6699
14/07/2015,Anthony Grosse,50,30716.25,35323.69,15693.35
14/07/2015,Archer Lamble,39,26688,30691.22,12914.65
14/07/2015,Hudson Hollinworth,35,22098.5,25413.28,9698.85
14/07/2015,Hudson Onslow,6,3212.4,3694.26,1499.4
14/07/2015,Jack Potter,46,36916.7,42454.21,17239.1
14/07/2015,Kayla Woodcock,31,11132.9,12802.84,5869.4
14/07/2015,Lily Code,36,31316,36013.4,13428.5
14/07/2015,Sophia Hinton,16,8180.8,9407.92,3625.3
14/07/2015,Taj Shand,33,30833.3,35458.3,15052.4
15/07/2015,Amy Trefl,20,9169,10544.35,4356
15/07/2015,Anthony Grosse,35,38491,44264.66,21884
15/07/2015,Archer Lamble,25,29657.4,34106.01,13927.7
15/07/2015,Hudson Hollinworth,33,26840.85,30866.99,14843.05
15/07/2015,Hudson Onslow,32,25890.2,29773.73,13099.2
15/07/2015,Jack Potter,39,27192.95,31271.89,13327.75
15/07/2015,Kayla Woodcock,41,19104.15,21969.78,10161
15/07/2015,Lily Code,30,34028,39132.21,15176
15/07/2015,Sophia Hinton,19,22244.5,25581.18,8781.5
15/07/2015,Taj Shand,28,18866.5,21696.48,8437.5
16/07/2015,Amy Trefl,30,15453.9,17771.99,7566.3
16/07/2015,Anthony Grosse,30,23392,26900.8,11734.5
16/07/2015,Archer Lamble,22,14211.75,16343.52,7777.5
16/07/2015,Hudson Hollinworth,29,20416,23478.4,8863
16/07/2015,Hudson Onslow,38,38158.1,43881.82,17941.4
16/07/2015,Jack Potter,20,13279.8,15271.77,6057.4
16/07/2015,Kayla Woodcock,18,12713.6,14620.64,7193.4
16/07/2015,Lily Code,31,27809.3,31980.7,10858
16/07/2015,Sophia Hinton,34,13767.6,15832.74,7337.65
16/07/2015,Taj Shand,56,41111.2,47277.88,22653.5
17/07/2015,Amy Trefl,8,14028,16132.2,7006
17/07/2015,Anthony Grosse,17,29354.25,33757.39,13909.85
17/07/2015,Archer Lamble,14,15529,17858.35,8308
17/07/2015,Hudson Hollinworth,28,12933.7,14873.76,7138.9
17/07/2015,Hudson Onslow,12,5375.5,6181.83,2823.5
17/07/2015,Jack Potter,32,24260.6,27899.69,11904.75
17/07/2015,Kayla Woodcock,3,1096,1260.4,692
17/07/2015,Lily Code,14,7405.45,8516.27,4149.25
17/07/2015,Sophia Hinton,23,17114,19681.11,9040
17/07/2015,Taj Shand,19,12274.2,14115.33,3445.1
18/07/2015,Amy Trefl,22,18545.4,21327.21,8548.7
18/07/2015,Anthony Grosse,7,1946.8,2238.82,1102.9
18/07/2015,Archer Lamble,10,7942,9133.3,4205
18/07/2015,Hudson Hollinworth,2,9489,10912.35,5245.5
18/07/2015,Hudson Onslow,7,11145,12816.75,5548.5
18/07/2015,Jack Potter,14,5659,6507.85,3002.5
18/07/2015,Kayla Woodcock,23,21905.6,25191.44,11179.5
18/07/2015,Lily Code,22,18943,21784.45,9751.5
18/07/2015,Sophia Hinton,29,25941,29832.15,12277
18/07/2015,Taj Shand,2,713,819.95,150.5
20/07/2015,Amy Trefl,35,35238.6,40524.4,16452.5
20/07/2015,Anthony Grosse,23,16651.4,19149.11,7359.1
20/07/2015,Archer Lamble,25,7380.75,8487.86,4317.7
20/07/2015,Hudson Hollinworth,38,19847.2,22824.29,9716
20/07/2015,Hudson Onslow,10,6239.5,7175.43,3304
20/07/2015,Jack Potter,45,23408.45,26919.72,11085.8
20/07/2015,Kayla Woodcock,30,42740.2,49151.23,20100.9
20/07/2015,Lily Code,23,9130.25,10499.79,3900.25
20/07/2015,Sophia Hinton,37,28925.2,33263.99,11925.1
20/07/2015,Taj Shand,19,7782.8,8950.22,4204.25
21/07/2015,Amy Trefl,23,13674.3,15725.45,8670.6
21/07/2015,Anthony Grosse,16,9928,11417.2,3873
21/07/2015,Archer Lamble,21,13469,15489.35,7408
21/07/2015,Hudson Hollinworth,17,16115,18532.25,7816
21/07/2015,Hudson Onslow,16,17100.9,19666.04,9138.8
21/07/2015,Jack Potter,14,11336,13036.4,4457.5
21/07/2015,Kayla Woodcock,21,38332,44081.8,20139.5
21/07/2015,Lily Code,24,28157.2,32380.78,11651.25
21/07/2015,Sophia Hinton,20,19056.6,21915.09,10249.8
21/07/2015,Taj Shand,28,9988.95,11487.3,3574.85
22/07/2015,Amy Trefl,41,22335,25685.25,10218.05
22/07/2015,Anthony Grosse,38,29910.8,34397.42,15303.7
22/07/2015,Archer Lamble,23,15676.8,18028.32,8315
22/07/2015,Hudson Hollinworth,33,23647.4,27194.52,12210.1
22/07/2015,Hudson Onslow,24,9612.65,11054.55,5216.6
22/07/2015,Jack Potter,20,6858.1,7886.82,2854.1
22/07/2015,Kayla Woodcock,23,17358.2,19961.93,9339.7
22/07/2015,Lily Code,43,22735.6,26145.94,11039.6
22/07/2015,Sophia Hinton,32,33138.4,38109.16,19169.6
22/07/2015,Taj Shand,34,25802.1,29672.42,16810.6
23/07/2015,Amy Trefl,38,24847.65,28574.8,12375.35
23/07/2015,Anthony Grosse,36,18670.1,21470.62,9367.5
23/07/2015,Archer Lamble,39,55829.8,64204.27,31270.7
23/07/2015,Hudson Hollinworth,36,30613.5,35205.53,15315.5
23/07/2015,Hudson Onslow,35,23010.85,26462.48,10359.35
23/07/2015,Jack Potter,25,23537.6,27068.24,10535.4
23/07/2015,Kayla Woodcock,26,18917.7,21755.36,8394.6
23/07/2015,Lily Code,68,58774.55,67590.73,28859.2
23/07/2015,Sophia Hinton,36,20876.75,24008.27,10799.25
23/07/2015,Taj Shand,21,17502.2,20127.53,8448.5
24/07/2015,Amy Trefl,35,20857.85,23986.53,10349.1
24/07/2015,Anthony Grosse,20,9438.2,10853.93,4315.6
24/07/2015,Archer Lamble,31,26973.5,31019.53,11110.5
24/07/2015,Hudson Hollinworth,25,11317.45,13015.07,5677.15
24/07/2015,Hudson Onslow,23,8200.05,9430.07,4339.9
24/07/2015,Jack Potter,18,13724.15,15782.78,9879.85
24/07/2015,Kayla Woodcock,55,32536.9,37417.44,21118
24/07/2015,Lily Code,46,37715.9,43373.3,18786.6
24/07/2015,Sophia Hinton,35,21878.35,25160.1,11180.1
24/07/2015,Taj Shand,38,21462.6,24681.99,9868.95
25/07/2015,Amy Trefl,4,6645.6,7642.44,3216
25/07/2015,Anthony Grosse,12,10296,11840.4,5804
25/07/2015,Archer Lamble,15,10344,11895.6,5425.5
25/07/2015,Hudson Hollinworth,6,4592,5280.8,2702
25/07/2015,Hudson Onslow,15,12192.25,14021.09,6554
25/07/2015,Jack Potter,14,10534,12114.1,5172
25/07/2015,Kayla Woodcock,7,1596.8,1836.32,941
25/07/2015,Lily Code,12,2425,2788.75,1015.5
25/07/2015,Sophia Hinton,11,14268,16408.2,7383
25/07/2015,Taj Shand,2,576,662.4,299.25
27/07/2015,Amy Trefl,25,18016.4,20718.86,8785.9
27/07/2015,Anthony Grosse,33,29290.7,33684.31,15335.45
27/07/2015,Archer Lamble,14,10292.45,11836.32,5403.15
27/07/2015,Hudson Hollinworth,29,17852.2,20530.03,8143.2
27/07/2015,Hudson Onslow,27,15731.5,18091.23,8175.9
27/07/2015,Jack Potter,22,12438.8,14304.62,5874.3
27/07/2015,Kayla Woodcock,41,19958,22951.71,13171
27/07/2015,Lily Code,19,25728.75,29588.06,12593.75
27/07/2015,Sophia Hinton,18,6643.5,7640.03,3652
27/07/2015,Taj Shand,21,10361.8,11916.07,5217.2
28/07/2015,Amy Trefl,29,18059.5,20768.43,9635.5
28/07/2015,Anthony Grosse,15,10485.5,12058.32,4657.25
28/07/2015,Archer Lamble,19,18465.6,21235.44,11342.6
28/07/2015,Hudson Hollinworth,16,8097.6,9312.24,3089.6
28/07/2015,Hudson Onslow,28,12985.15,14932.92,7657.25
28/07/2015,Jack Potter,18,21814.4,25086.56,11424.8
28/07/2015,Kayla Woodcock,28,17016.05,19568.46,8990.45
28/07/2015,Lily Code,38,30455.75,35024.11,15073.5
28/07/2015,Sophia Hinton,25,23672,27222.8,9637.4
28/07/2015,Taj Shand,27,24083.6,27696.14,16165.6
29/07/2015,Amy Trefl,44,25921.35,29809.56,13747.7
29/07/2015,Anthony Grosse,27,35260.4,40549.46,16978.6
29/07/2015,Archer Lamble,30,21719.7,24977.65,9926.65
29/07/2015,Hudson Hollinworth,20,10739.3,12350.21,6030.2
29/07/2015,Hudson Onslow,34,28618.3,32911.05,17361.55
29/07/2015,Jack Potter,22,20331.85,23381.63,10553.6
29/07/2015,Kayla Woodcock,32,14722.1,16930.42,6918.45
29/07/2015,Lily Code,25,12087.1,13900.17,6546.7
29/07/2015,Sophia Hinton,17,18890,21723.5,8935
29/07/2015,Taj Shand,39,50714.85,58322.08,25880.95
30/07/2015,Amy Trefl,46,34321.95,39470.24,14413.65
30/07/2015,Anthony Grosse,44,23355.55,26858.89,11326.55
30/07/2015,Archer Lamble,39,32897.9,37832.59,19636.75
30/07/2015,Hudson Hollinworth,61,39137.55,45008.18,19488.9
30/07/2015,Hudson Onslow,20,12109.35,13925.75,5439.8
30/07/2015,Jack Potter,23,14380.8,16537.92,9034.9
30/07/2015,Kayla Woodcock,20,4228.95,4863.29,2540
30/07/2015,Lily Code,23,13089.6,15053.04,6465.4
30/07/2015,Sophia Hinton,42,28363.3,32617.8,13518.9
30/07/2015,Taj Shand,44,27078.65,31140.45,16998.95
31/07/2015,Amy Trefl,21,11470.4,13190.96,6341.2
31/07/2015,Anthony Grosse,25,12453,14320.95,6553.5
31/07/2015,Archer Lamble,22,18741.9,21553.19,10543.8
31/07/2015,Hudson Hollinworth,15,15040.4,17296.46,7822.2
31/07/2015,Hudson Onslow,37,22889.85,26323.33,10333.95
31/07/2015,Jack Potter,42,19250.2,22137.73,9822.1
31/07/2015,Kayla Woodcock,28,19296,22190.4,8370.2
31/07/2015,Lily Code,26,12346,14197.9,5327
31/07/2015,Sophia Hinton,28,14559.2,16743.08,6935
31/07/2015,Taj Shand,38,28682.7,32985.11,14807.1
01/08/2015,Amy Trefl,8,3731.2,4290.88,1991.5
01/08/2015,Anthony Grosse,13,20708.6,23814.89,7778.2
01/08/2015,Archer Lamble,2,1908,2194.2,1116
01/08/2015,Hudson Hollinworth,10,4101,4716.15,1178.5
01/08/2015,Hudson Onslow,6,4633,5327.95,2416.5
01/08/2015,Jack Potter,14,7645,8791.75,2761
01/08/2015,Kayla Woodcock,5,3128.4,3597.66,1719
01/08/2015,Lily Code,2,19570,22505.5,7930
01/08/2015,Sophia Hinton,3,806.25,927.19,401.25
01/08/2015,Taj Shand,3,647,744.05,381.5
03/08/2015,Amy Trefl,12,5446.8,6263.82,3027.4
03/08/2015,Anthony Grosse,9,5487.25,6310.34,3228.75
03/08/2015,Archer Lamble,22,12380.7,14237.81,6832.2
03/08/2015,Hudson Hollinworth,20,4784.6,5502.29,2342.6
03/08/2015,Hudson Onslow,52,52540.5,60421.59,22505
03/08/2015,Jack Potter,34,18189.35,20917.75,9719.15
03/08/2015,Kayla Woodcock,33,31740.8,36501.92,15387.3
03/08/2015,Lily Code,26,24765,28479.75,15720.5
03/08/2015,Sophia Hinton,38,21507.5,24733.63,10582.5
03/08/2015,Taj Shand,16,8327,9576.05,5619
04/08/2015,Amy Trefl,56,25204.2,28984.84,12834.3
04/08/2015,Anthony Grosse,25,30972,35617.81,14973.5
04/08/2015,Archer Lamble,17,25258,29046.71,11465
04/08/2015,Hudson Hollinworth,31,20081.15,23093.33,10012.85
04/08/2015,Hudson Onslow,41,20955.3,24098.6,11181
04/08/2015,Jack Potter,20,18556.5,21339.98,10106
04/08/2015,Kayla Woodcock,28,21848.15,25125.38,9743.3
04/08/2015,Lily Code,18,8333.4,9583.41,4780.4
04/08/2015,Sophia Hinton,19,7326.7,8425.71,4031
04/08/2015,Taj Shand,10,3713.7,4270.76,1912.8
05/08/2015,Amy Trefl,13,7300,8395,2847
05/08/2015,Anthony Grosse,19,15705,18060.75,7476.75
05/08/2015,Archer Lamble,17,6878.8,7910.62,4168.9
05/08/2015,Hudson Hollinworth,17,9957.5,11451.14,4761.5
05/08/2015,Hudson Onslow,10,6446.6,7413.59,4520.1
05/08/2015,Jack Potter,5,3250,3737.5,1500
05/08/2015,Kayla Woodcock,18,16117.6,18535.24,8378.7
05/08/2015,Lily Code,22,27087.9,31151.09,16750.5
05/08/2015,Sophia Hinton,12,7997,9196.55,3127.5
05/08/2015,Taj Shand,14,5769.2,6634.58,2906.4
06/08/2015,Amy Trefl,45,32182.2,37009.53,16847.2
06/08/2015,Anthony Grosse,35,25084.6,28847.3,13279
06/08/2015,Archer Lamble,25,8013.6,9215.64,3945.8
06/08/2015,Hudson Hollinworth,36,47930,55119.5,22237.5
06/08/2015,Hudson Onslow,34,19549.8,22482.27,9065.6
06/08/2015,Jack Potter,30,28626.65,32920.65,13963.05
06/08/2015,Kayla Woodcock,14,5967,6862.05,3174
06/08/2015,Lily Code,21,15776.95,18143.49,6982.2
06/08/2015,Sophia Hinton,25,20999.8,24149.77,9614.2
06/08/2015,Taj Shand,13,15110.25,17376.79,7531.25
07/08/2015,Amy Trefl,15,15733.2,18093.18,8408.4
07/08/2015,Anthony Grosse,5,2925.75,3364.61,1443.75
07/08/2015,Archer Lamble,9,29069,33429.35,13620
07/08/2015,Hudson Hollinworth,18,13506.5,15532.48,7713.25
07/08/2015,Hudson Onslow,16,10210,11741.5,4363
07/08/2015,Jack Potter,7,5678.4,6530.16,2846
07/08/2015,Kayla Woodcock,29,14761.5,16975.73,8249.25
07/08/2015,Lily Code,14,16198,18627.7,10893.5
07/08/2015,Sophia Hinton,6,1473,1693.95,867.5
07/08/2015,Taj Shand,10,2031,2335.65,1110.6
08/08/2015,Amy Trefl,5,1148.4,1320.66,573.2
08/08/2015,Anthony Grosse,13,9545.6,10977.44,4565.7
08/08/2015,Archer Lamble,12,6327,7276.05,3240.5
08/08/2015,Hudson Onslow,7,5294,6088.1,1763
08/08/2015,Jack Potter,6,4026,4629.9,2067
08/08/2015,Lily Code,9,5038,5793.7,1931.5
08/08/2015,Sophia Hinton,9,7757,8920.55,4023
08/08/2015,Taj Shand,8,4421,5084.15,1794
10/08/2015,Amy Trefl,40,40789.05,46907.41,24953
